Applicant_ID,Age,Income,Employment_Type,Credit_Score,Loan_Amount,Loan_Term,Existing_EMI,Default_History,Loan_Status,Monthly_Income,Estimated_Monthly_Payment,Debt_to_Income_Ratio,Loan_to_Income_Ratio,EMI_Burden_Ratio,Credit_Score_Bin,Age_Group
APP_03814,49,101616.0,Self-Employed,531.0,28582,60,319.0,No,Non-Default,8468.0,579.54,0.1061,0.2813,0.0377,Poor,46-55
APP_03815,35,58459.0,Salaried,531.0,55400,48,103.0,Yes,Non-Default,4871.58,1352.48,0.2988,0.9477,0.0211,Poor,26-35
APP_03816,45,62846.0,Self-Employed,453.0,14023,36,406.0,No,Non-Default,5237.17,439.43,0.1614,0.2231,0.0775,Very Poor,36-45
APP_03817,36,78357.0,Salaried,509.0,70218,60,594.0,No,Non-Default,6529.75,1423.77,0.309,0.8961,0.091,Poor,36-45
APP_03818,38,50620.0,Government,459.0,12286,180,346.0,No,Non-Default,4218.33,117.41,0.1099,0.2427,0.082,Very Poor,36-45
APP_03819,33,55393.0,Government,567.0,61337,360,1128.0,Yes,Non-Default,4616.08,450.07,0.3419,1.1073,0.2444,Poor,26-35
APP_03820,36,108435.0,Self-Employed,716.0,30080,48,2389.0,No,Non-Default,9036.25,734.34,0.3456,0.2774,0.2644,Good,36-45
APP_03821,51,100080.0,Salaried,544.0,32111,36,376.0,No,Non-Default,8340.0,1006.24,0.1657,0.3209,0.0451,Poor,46-55
APP_03822,38,75759.0,Salaried,541.0,5000,240,1800.0,Yes,Non-Default,6313.25,41.82,0.2917,0.066,0.2851,Poor,36-45
APP_03823,39,59601.0,Government,495.0,22638,36,519.0,Yes,Non-Default,4966.75,709.39,0.2473,0.3798,0.1045,Very Poor,36-45
APP_03824,23,54672.0,Salaried,533.0,30693,48,376.0,Yes,Non-Default,4556.0,749.31,0.247,0.5614,0.0825,Poor,18-25
APP_03825,34,44787.0,Salaried,477.0,125354,36,1020.0,Yes,Non-Default,3732.25,3928.14,1.3258,2.7989,0.2733,Very Poor,26-35
APP_03826,35,87191.0,Salaried,584.0,35286,60,1698.0,No,Non-Default,7265.92,715.47,0.3322,0.4047,0.2337,Poor,26-35
APP_03827,29,74629.0,Self-Employed,584.0,21539,60,3458.0,No,Non-Default,6219.08,436.73,0.6263,0.2886,0.556,Poor,26-35
APP_03828,38,120274.0,Self-Employed,557.0,70751,48,711.0,No,Non-Default,10022.83,1727.24,0.2433,0.5882,0.0709,Poor,36-45
APP_03829,33,54045.0,Government,535.0,24242,120,332.0,Yes,Non-Default,4503.75,294.12,0.139,0.4486,0.0737,Poor,26-35
APP_03830,38,52014.0,Salaried,428.0,82931,84,175.0,No,Non-Default,4334.5,1292.58,0.3386,1.5944,0.0404,Very Poor,36-45
APP_03831,39,73415.0,Salaried,537.0,44760,360,408.0,No,Non-Default,6117.92,328.43,0.1204,0.6097,0.0667,Poor,36-45
APP_03832,28,57081.0,Government,509.0,17682,48,751.0,No,Non-Default,4756.75,431.67,0.2486,0.3098,0.1579,Poor,26-35
APP_03833,34,43533.0,Government,494.0,76902,180,13.0,Yes,Non-Default,3627.75,734.92,0.2062,1.7665,0.0036,Very Poor,26-35
APP_03834,38,101347.0,Salaried,575.0,58737,48,155.0,No,Non-Default,8445.58,1433.94,0.1881,0.5796,0.0184,Poor,36-45
APP_03835,49,58055.0,Self-Employed,502.0,74352,12,218.0,No,Non-Default,4837.92,6467.76,1.3819,1.2807,0.0451,Poor,46-55
APP_03836,40,83551.0,Salaried,551.0,31391,36,756.0,No,Non-Default,6962.58,983.68,0.2499,0.3757,0.1086,Poor,36-45
APP_03837,31,18734.0,Unemployed,481.0,58741,60,475.0,No,Non-Default,1561.17,1191.06,1.0672,3.1355,0.3043,Very Poor,26-35
APP_03838,41,39810.0,Salaried,514.0,168786,180,277.0,No,Non-Default,3317.5,1613.01,0.5697,4.2398,0.0835,Poor,36-45
APP_03839,55,5000.0,Unemployed,455.0,41652,24,1258.0,No,Default,416.67,1883.81,7.5403,8.3304,3.0192,Very Poor,46-55
APP_03840,47,39572.0,Freelancer,471.0,26399,180,386.0,Yes,Default,3297.67,252.28,0.1936,0.6671,0.1171,Very Poor,46-55
APP_03841,43,49702.0,Self-Employed,569.0,124887,120,643.0,No,Non-Default,4141.83,1515.22,0.5211,2.5127,0.1552,Poor,36-45
APP_03842,45,99529.0,Salaried,664.0,61925,12,532.0,No,Non-Default,8294.08,5386.76,0.7136,0.6222,0.0641,Fair,36-45
APP_03843,52,59949.0,Self-Employed,484.0,25326,24,977.0,No,Non-Default,4995.75,1145.43,0.4248,0.4225,0.1956,Very Poor,46-55
APP_03844,48,111141.0,Self-Employed,613.0,145524,24,836.0,No,Non-Default,9261.75,6581.66,0.8009,1.3094,0.0903,Fair,46-55
APP_03845,43,75272.0,Salaried,529.0,13866,84,2256.0,No,Non-Default,6272.67,216.12,0.3941,0.1842,0.3597,Poor,36-45
APP_03846,48,49752.0,Freelancer,561.0,55455,60,238.0,No,Non-Default,4146.0,1124.43,0.3286,1.1146,0.0574,Poor,46-55
APP_03847,27,12322.0,Unemployed,460.0,90870,48,90.0,Yes,Default,1026.83,2218.4,2.2481,7.3746,0.0876,Very Poor,26-35
APP_03848,22,123299.0,Self-Employed,625.0,85596,24,713.0,Yes,Non-Default,10274.92,3871.28,0.4462,0.6942,0.0694,Fair,18-25
APP_03849,39,30148.0,Freelancer,511.0,17677,48,1038.0,Yes,Non-Default,2512.33,431.55,0.5849,0.5863,0.4132,Poor,36-45
APP_03850,38,99526.0,Salaried,573.0,13460,84,27.0,No,Non-Default,8293.83,209.79,0.0286,0.1352,0.0033,Poor,36-45
APP_03851,32,34947.0,Self-Employed,577.0,43634,24,202.0,No,Non-Default,2912.25,1973.45,0.747,1.2486,0.0694,Poor,26-35
APP_03852,46,80630.0,Salaried,585.0,63818,180,823.0,No,Non-Default,6719.17,609.88,0.2133,0.7915,0.1225,Poor,46-55
APP_03853,22,30819.0,Self-Employed,534.0,15331,24,575.0,Yes,Non-Default,2568.25,693.38,0.4939,0.4975,0.2239,Poor,18-25
APP_03854,32,9474.0,Unemployed,445.0,46231,84,703.0,No,Default,789.5,720.57,1.8031,4.8798,0.8904,Very Poor,26-35
APP_03855,33,46679.0,Freelancer,504.0,11316,36,391.0,No,Non-Default,3889.92,354.6,0.1917,0.2424,0.1005,Poor,26-35
APP_03856,22,55266.0,Salaried,563.0,84852,24,240.0,No,Non-Default,4605.5,3837.63,0.8854,1.5353,0.0521,Poor,18-25
APP_03857,52,61366.0,Salaried,567.0,22993,48,834.0,Yes,Non-Default,5113.83,561.33,0.2729,0.3747,0.1631,Poor,46-55
APP_03858,24,31456.0,Self-Employed,426.0,31849,84,404.0,Yes,Non-Default,2621.33,496.41,0.3435,1.0125,0.1541,Very Poor,18-25
APP_03859,32,45439.0,Self-Employed,515.0,72508,24,361.0,No,Non-Default,3786.58,3279.34,0.9614,1.5957,0.0953,Poor,26-35
APP_03860,47,63979.0,Government,559.0,67303,60,663.0,No,Non-Default,5331.58,1364.66,0.3803,1.052,0.1244,Poor,46-55
APP_03861,44,58356.0,Government,521.0,53058,60,105.0,No,Non-Default,4863.0,1075.82,0.2428,0.9092,0.0216,Poor,36-45
APP_03862,26,55831.0,Self-Employed,543.0,82750,60,440.0,Yes,Non-Default,4652.58,1677.87,0.4552,1.4822,0.0946,Poor,26-35
APP_03863,44,91485.0,Salaried,571.0,50374,240,181.0,No,Non-Default,7623.75,421.35,0.079,0.5506,0.0237,Poor,36-45
APP_03864,40,40601.0,Salaried,389.0,115615,48,10.0,No,Non-Default,3383.42,2822.5,0.8372,2.8476,0.003,Very Poor,36-45
APP_03865,61,57768.0,Salaried,461.0,9240,360,690.0,No,Non-Default,4814.0,67.8,0.1574,0.16,0.1433,Very Poor,56+
APP_03866,42,54886.0,Salaried,571.0,34625,60,321.0,No,Non-Default,4573.83,702.07,0.2237,0.6309,0.0702,Poor,36-45
APP_03867,36,101526.0,Self-Employed,578.0,33468,180,1167.0,No,Non-Default,8460.5,319.84,0.1757,0.3296,0.1379,Poor,36-45
APP_03868,29,45866.0,Freelancer,519.0,30479,48,346.0,No,Default,3822.17,744.08,0.2852,0.6645,0.0905,Poor,26-35
APP_03869,30,43053.0,Freelancer,505.0,54065,24,5.0,No,Default,3587.75,2445.21,0.6829,1.2558,0.0014,Poor,26-35
APP_03870,29,28115.0,Salaried,442.0,43096,24,262.0,Yes,Non-Default,2342.92,1949.12,0.9437,1.5328,0.1118,Very Poor,26-35
APP_03871,51,82300.0,Salaried,539.0,70252,60,93.0,Yes,Non-Default,6858.33,1424.46,0.2213,0.8536,0.0136,Poor,46-55
APP_03872,38,60643.0,Salaried,547.0,14085,240,1269.0,No,Non-Default,5053.58,117.81,0.2744,0.2323,0.2511,Poor,36-45
APP_03873,43,67313.0,Salaried,562.0,227241,24,295.0,No,Non-Default,5609.42,10277.49,1.8848,3.3759,0.0526,Poor,36-45
APP_03874,53,49017.0,Government,623.0,26561,84,357.0,Yes,Default,4084.75,413.99,0.1887,0.5419,0.0874,Fair,46-55
APP_03875,22,46883.0,Salaried,487.0,45679,60,227.0,No,Non-Default,3906.92,926.21,0.2952,0.9743,0.0581,Very Poor,18-25
APP_03876,50,132475.0,Self-Employed,719.0,30791,84,369.0,No,Non-Default,11039.58,479.92,0.0769,0.2324,0.0334,Good,46-55
APP_03877,38,29535.0,Salaried,442.0,38748,36,43.0,Yes,Non-Default,2461.25,1214.22,0.5108,1.3119,0.0175,Very Poor,36-45
APP_03878,42,45349.0,Government,533.0,23672,24,306.0,No,Non-Default,3779.08,1070.62,0.3643,0.522,0.081,Poor,36-45
APP_03879,29,131817.0,Self-Employed,644.0,42814,24,544.0,Yes,Non-Default,10984.75,1936.36,0.2258,0.3248,0.0495,Fair,26-35
APP_03880,30,77814.0,Salaried,550.0,57761,36,232.0,No,Non-Default,6484.5,1810.02,0.3149,0.7423,0.0358,Poor,26-35
APP_03881,42,68608.0,Self-Employed,542.0,5316,36,249.0,No,Non-Default,5717.33,166.58,0.0727,0.0775,0.0436,Poor,36-45
APP_03882,61,67438.0,Freelancer,510.0,27921,24,908.0,No,Non-Default,5619.83,1262.79,0.3863,0.414,0.1616,Poor,56+
APP_03883,48,15574.0,Unemployed,510.0,27085,36,384.0,No,Non-Default,1297.83,848.75,0.9499,1.7391,0.2959,Poor,46-55
APP_03884,50,69653.0,Salaried,502.0,232548,60,442.0,No,Non-Default,5804.42,4715.23,0.8885,3.3387,0.0761,Poor,46-55
APP_03885,36,60706.0,Government,547.0,72262,240,176.0,No,Non-Default,5058.83,604.43,0.1543,1.1904,0.0348,Poor,36-45
APP_03886,31,15721.0,Unemployed,503.0,120577,240,346.0,No,Default,1310.08,1008.55,1.0339,7.6698,0.2641,Poor,26-35
APP_03887,30,64068.0,Government,605.0,56754,36,27.0,Yes,Non-Default,5339.0,1778.46,0.3382,0.8858,0.0051,Fair,26-35
APP_03888,33,156859.0,Self-Employed,720.0,38788,24,281.0,Yes,Non-Default,13071.58,1754.28,0.1557,0.2473,0.0215,Good,26-35
APP_03889,22,73178.0,Self-Employed,578.0,48597,360,811.0,Yes,Non-Default,6098.17,356.59,0.1915,0.6641,0.133,Poor,18-25
APP_03890,30,74258.0,Self-Employed,519.0,89177,60,88.0,No,Non-Default,6188.17,1808.19,0.3064,1.2009,0.0142,Poor,26-35
APP_03891,32,22735.0,Freelancer,436.0,147280,360,722.0,Yes,Non-Default,1894.58,1080.69,0.9515,6.4781,0.3811,Very Poor,26-35
APP_03892,36,78183.0,Self-Employed,499.0,46241,60,234.0,No,Non-Default,6515.25,937.6,0.1798,0.5914,0.0359,Very Poor,36-45
APP_03893,39,78531.0,Freelancer,495.0,22062,240,13.0,No,Non-Default,6544.25,184.54,0.0302,0.2809,0.002,Very Poor,36-45
APP_03894,41,114456.0,Self-Employed,609.0,76089,60,1531.0,Yes,Non-Default,9538.0,1542.81,0.3223,0.6648,0.1605,Fair,36-45
APP_03895,37,35213.0,Freelancer,457.0,18351,84,100.0,No,Non-Default,2934.42,286.02,0.1315,0.5211,0.0341,Very Poor,36-45
APP_03896,32,58360.0,Government,587.0,49628,60,203.0,Yes,Non-Default,4863.33,1006.28,0.2487,0.8504,0.0417,Poor,26-35
APP_03897,22,39071.0,Salaried,470.0,62633,36,327.0,No,Non-Default,3255.92,1962.69,0.7032,1.6031,0.1004,Very Poor,18-25
APP_03898,32,46370.0,Government,515.0,33307,120,1492.0,No,Non-Default,3864.17,404.11,0.4907,0.7183,0.3861,Poor,26-35
APP_03899,28,85230.0,Self-Employed,553.0,17608,24,435.0,No,Non-Default,7102.5,796.36,0.1734,0.2066,0.0612,Poor,26-35
APP_03900,42,52066.0,Government,448.0,25244,48,1178.0,No,Non-Default,4338.83,616.28,0.4135,0.4848,0.2715,Very Poor,36-45
APP_03901,47,43439.0,Self-Employed,560.0,28193,180,415.0,No,Non-Default,3619.92,269.43,0.1891,0.649,0.1146,Poor,46-55
APP_03902,47,74796.0,Salaried,586.0,15632,60,114.0,No,Non-Default,6233.0,316.96,0.0691,0.209,0.0183,Poor,46-55
APP_03903,45,57012.0,Government,566.0,26665,24,415.0,No,Non-Default,4751.0,1205.99,0.3412,0.4677,0.0874,Poor,36-45
APP_03904,36,33648.0,Salaried,521.0,11366,36,52.0,No,Non-Default,2804.0,356.17,0.1456,0.3378,0.0185,Poor,36-45
APP_03905,32,33098.0,Government,453.0,58273,24,62.0,No,Non-Default,2758.17,2635.53,0.978,1.7606,0.0225,Very Poor,26-35
APP_03906,30,60049.0,Self-Employed,493.0,47413,36,61.0,Yes,Default,5004.08,1485.75,0.3091,0.7896,0.0122,Very Poor,26-35
APP_03907,22,24410.0,Self-Employed,500.0,44916,36,6.0,No,Non-Default,2034.17,1407.5,0.6949,1.8401,0.0029,Very Poor,18-25
APP_03908,47,27621.0,Salaried,560.0,26669,120,82.0,No,Non-Default,2301.75,323.57,0.1762,0.9655,0.0356,Poor,46-55
APP_03909,36,119513.0,Self-Employed,636.0,29683,84,217.0,No,Non-Default,9959.42,462.65,0.0682,0.2484,0.0218,Fair,36-45
APP_03910,25,63045.0,Salaried,583.0,18710,36,37.0,No,Non-Default,5253.75,586.3,0.1186,0.2968,0.007,Poor,18-25
APP_03911,29,59691.0,Salaried,503.0,54400,60,3.0,No,Non-Default,4974.25,1103.04,0.2224,0.9114,0.0006,Poor,26-35
APP_03912,29,61231.0,Salaried,586.0,12255,48,59.0,No,Non-Default,5102.58,299.18,0.0702,0.2001,0.0116,Poor,26-35
APP_03913,38,42243.0,Salaried,483.0,38832,48,1374.0,Yes,Non-Default,3520.25,948.0,0.6596,0.9193,0.3903,Very Poor,36-45
APP_03914,48,15287.0,Unemployed,477.0,21873,60,372.0,No,Non-Default,1273.92,443.51,0.6402,1.4308,0.292,Very Poor,46-55
APP_03915,34,10954.0,Unemployed,440.0,148130,240,285.0,Yes,Default,912.83,1239.02,1.6696,13.5229,0.3122,Very Poor,26-35
APP_03916,22,49851.0,Salaried,559.0,55349,240,333.0,No,Non-Default,4154.25,462.96,0.1916,1.1103,0.0802,Poor,18-25
APP_03917,36,34062.0,Freelancer,537.0,36302,60,404.0,Yes,Non-Default,2838.5,736.07,0.4016,1.0658,0.1423,Poor,36-45
APP_03918,36,40450.0,Salaried,427.0,14990,48,346.0,No,Non-Default,3370.83,365.95,0.2112,0.3706,0.1026,Very Poor,36-45
APP_03919,35,37687.0,Freelancer,563.0,12199,60,346.0,Yes,Non-Default,3140.58,247.35,0.1889,0.3237,0.1102,Poor,26-35
APP_03920,31,55124.0,Government,642.0,53994,60,898.0,No,Non-Default,4593.67,1094.8,0.4338,0.9795,0.1955,Fair,26-35
APP_03921,40,8541.0,Unemployed,437.0,153129,24,411.0,No,Default,711.75,6925.61,10.3078,17.9287,0.5774,Very Poor,36-45
APP_03922,38,81930.0,Self-Employed,555.0,50370,60,1072.0,No,Non-Default,6827.5,1021.32,0.3066,0.6148,0.157,Poor,36-45
APP_03923,37,43586.0,Freelancer,568.0,41782,84,74.0,No,Non-Default,3632.17,651.22,0.1997,0.9586,0.0204,Poor,36-45
APP_03924,42,69615.0,Salaried,547.0,42268,60,874.0,No,Non-Default,5801.25,857.04,0.2984,0.6072,0.1507,Poor,36-45
APP_03925,33,19544.0,Unemployed,471.0,39435,60,543.0,No,Non-Default,1628.67,799.6,0.8244,2.0178,0.3334,Very Poor,26-35
APP_03926,33,76860.0,Salaried,649.0,42730,240,462.0,No,Non-Default,6405.0,357.41,0.1279,0.5559,0.0721,Fair,26-35
APP_03927,51,113410.0,Self-Employed,540.0,20991,84,444.0,No,Non-Default,9450.83,327.17,0.0816,0.1851,0.047,Poor,46-55
APP_03928,43,29740.0,Freelancer,446.0,16666,180,63.0,Yes,Non-Default,2478.33,159.27,0.0897,0.5604,0.0254,Very Poor,36-45
APP_03929,46,35844.0,Freelancer,515.0,39631,360,513.0,No,Non-Default,2987.0,290.8,0.2691,1.1057,0.1717,Poor,46-55
APP_03930,50,78071.0,Salaried,475.0,119938,180,254.0,No,Non-Default,6505.92,1146.19,0.2152,1.5363,0.039,Very Poor,46-55
APP_03931,43,17371.0,Unemployed,449.0,67617,240,32.0,Yes,Default,1447.58,565.58,0.4128,3.8925,0.0221,Very Poor,36-45
APP_03932,47,51427.0,Salaried,498.0,13538,120,114.0,No,Non-Default,4285.58,164.25,0.0649,0.2632,0.0266,Very Poor,46-55
APP_03933,22,101405.0,Self-Employed,531.0,29609,36,292.0,No,Non-Default,8450.42,927.84,0.1444,0.292,0.0346,Poor,18-25
APP_03934,40,46129.0,Salaried,544.0,65068,36,2479.0,No,Non-Default,3844.08,2038.99,1.1753,1.4106,0.6449,Poor,36-45
APP_03935,36,74621.0,Salaried,467.0,122209,36,346.0,No,Non-Default,6218.42,3829.59,0.6715,1.6377,0.0556,Very Poor,36-45
APP_03936,54,59949.0,Self-Employed,523.0,152212,48,81.0,No,Non-Default,4995.75,3715.94,0.76,2.539,0.0162,Poor,46-55
APP_03937,47,31544.0,Self-Employed,454.0,30681,48,1159.0,No,Non-Default,2628.67,749.01,0.7258,0.9726,0.4409,Very Poor,46-55
APP_03938,31,56318.0,Salaried,514.0,70219,180,17.0,Yes,Non-Default,4693.17,671.05,0.1466,1.2468,0.0036,Poor,26-35
APP_03939,41,108645.0,Salaried,546.0,44330,48,67.0,No,Non-Default,9053.75,1082.22,0.1269,0.408,0.0074,Poor,36-45
APP_03940,39,87097.0,Self-Employed,592.0,32998,120,320.0,No,Default,7258.08,400.36,0.0992,0.3789,0.0441,Poor,36-45
APP_03941,42,86408.0,Freelancer,534.0,38172,240,48.0,No,Non-Default,7200.67,319.29,0.051,0.4418,0.0067,Poor,36-45
APP_03942,27,40672.0,Government,531.0,38549,24,346.0,Yes,Non-Default,3389.33,1743.47,0.6165,0.9478,0.1021,Poor,26-35
APP_03943,41,80014.0,Salaried,559.0,92979,12,85.0,Yes,Non-Default,6667.83,8088.1,1.2258,1.162,0.0127,Poor,36-45
APP_03944,35,14313.0,Salaried,414.0,11806,240,526.0,No,Non-Default,1192.75,98.75,0.5238,0.8248,0.441,Very Poor,26-35
APP_03945,40,64995.0,Salaried,607.0,52813,36,62.0,Yes,Non-Default,5416.25,1654.97,0.317,0.8126,0.0114,Fair,36-45
APP_03946,30,77624.0,Salaried,626.0,124434,36,830.0,No,Non-Default,6468.67,3899.31,0.7311,1.603,0.1283,Fair,26-35
APP_03947,32,60082.0,Freelancer,544.0,114168,48,661.0,No,Default,5006.83,2787.17,0.6887,1.9002,0.132,Poor,26-35
APP_03948,49,52025.0,Self-Employed,506.0,57249,36,1297.0,No,Non-Default,4335.42,1793.98,0.713,1.1004,0.2992,Poor,46-55
APP_03949,27,85781.0,Salaried,515.0,19818,120,35.0,Yes,Non-Default,7148.42,240.45,0.0385,0.231,0.0049,Poor,26-35
APP_03950,28,54325.0,Salaried,575.0,67604,84,405.0,No,Non-Default,4527.08,1053.69,0.3222,1.2444,0.0895,Poor,26-35
APP_03951,37,61718.0,Salaried,573.0,104814,36,616.0,No,Non-Default,5143.17,3284.49,0.7584,1.6983,0.1198,Poor,36-45
APP_03952,30,52800.0,Government,479.0,24049,84,1164.0,No,Non-Default,4400.0,374.83,0.3497,0.4555,0.2645,Very Poor,26-35
APP_03953,29,5000.0,Unemployed,415.0,48343,36,328.0,No,Default,416.67,1514.89,4.4229,9.6686,0.7872,Very Poor,26-35
APP_03954,39,96394.0,Salaried,606.0,30815,36,1511.0,Yes,Non-Default,8032.83,965.63,0.3083,0.3197,0.1881,Fair,36-45
APP_03955,22,65960.0,Salaried,480.0,22221,84,65.0,No,Default,5496.67,346.34,0.0748,0.3369,0.0118,Very Poor,18-25
APP_03956,27,71047.0,Government,515.0,28222,84,283.0,No,Non-Default,5920.58,439.87,0.1221,0.3972,0.0478,Poor,26-35
APP_03957,58,20357.0,Unemployed,420.0,40248,48,145.0,Yes,Default,1696.42,982.57,0.6647,1.9771,0.0855,Very Poor,56+
APP_03958,42,59949.0,Self-Employed,459.0,17420,120,84.0,No,Non-Default,4995.75,211.35,0.0591,0.2906,0.0168,Very Poor,36-45
APP_03959,30,89322.0,Salaried,537.0,15280,180,168.0,No,Non-Default,7443.5,146.02,0.0422,0.1711,0.0226,Poor,26-35
APP_03960,42,75068.0,Salaried,597.0,17824,240,546.0,No,Non-Default,6255.67,149.09,0.1111,0.2374,0.0873,Poor,36-45
APP_03961,43,43568.0,Self-Employed,418.0,47208,84,330.0,Yes,Default,3630.67,735.79,0.2936,1.0835,0.0909,Very Poor,36-45
APP_03962,47,73977.0,Salaried,572.0,11241,36,100.0,Yes,Non-Default,6164.75,352.25,0.0734,0.152,0.0162,Poor,46-55
APP_03963,36,44540.0,Salaried,520.0,6163,120,16.0,No,Non-Default,3711.67,74.77,0.0245,0.1384,0.0043,Poor,36-45
APP_03964,47,136226.0,Self-Employed,690.0,108880,24,1285.0,No,Non-Default,11352.17,4924.35,0.547,0.7993,0.1132,Fair,46-55
APP_03965,22,81275.0,Salaried,574.0,16145,36,188.0,No,Non-Default,6772.92,505.93,0.1025,0.1986,0.0278,Poor,18-25
APP_03966,27,43719.0,Freelancer,487.0,31094,180,68.0,Yes,Non-Default,3643.25,297.15,0.1002,0.7112,0.0187,Very Poor,26-35
APP_03967,39,90296.0,Salaried,533.0,75950,240,78.0,No,Non-Default,7524.67,635.28,0.0948,0.8411,0.0104,Poor,36-45
APP_03968,41,33360.0,Salaried,540.0,11491,24,146.0,No,Non-Default,2780.0,519.71,0.2395,0.3445,0.0525,Poor,36-45
APP_03969,28,53773.0,Self-Employed,546.0,11480,48,131.0,No,Non-Default,4481.08,280.26,0.0918,0.2135,0.0292,Poor,26-35
APP_03970,40,59951.0,Salaried,505.0,21893,84,163.0,No,Non-Default,4995.92,341.23,0.1009,0.3652,0.0326,Poor,36-45
APP_03971,31,29885.0,Unemployed,531.0,78358,240,127.0,No,Non-Default,2490.42,655.42,0.3142,2.622,0.051,Poor,26-35
APP_03972,35,42533.0,Self-Employed,482.0,35692,60,281.0,No,Non-Default,3544.42,723.71,0.2835,0.8392,0.0793,Very Poor,26-35
APP_03973,48,30853.0,Salaried,487.0,36081,180,725.0,No,Non-Default,2571.08,344.81,0.4161,1.1694,0.282,Very Poor,46-55
APP_03974,47,19001.0,Freelancer,440.0,28671,240,13.0,Yes,Non-Default,1583.42,239.82,0.1597,1.5089,0.0082,Very Poor,46-55
APP_03975,28,83124.0,Salaried,590.0,56937,60,105.0,No,Non-Default,6927.0,1154.48,0.1818,0.685,0.0152,Poor,26-35
APP_03976,27,50869.0,Government,467.0,114173,120,622.0,No,Non-Default,4239.08,1385.23,0.4735,2.2445,0.1467,Very Poor,26-35
APP_03977,33,61818.0,Salaried,518.0,395228,84,80.0,No,Non-Default,5151.5,6160.11,1.2113,6.3934,0.0155,Poor,26-35
APP_03978,37,106699.0,Self-Employed,565.0,32258,84,676.0,No,Non-Default,8891.58,502.78,0.1326,0.3023,0.076,Poor,36-45
APP_03979,31,61838.0,Salaried,546.0,123100,60,361.0,No,Non-Default,5153.17,2496.02,0.5544,1.9907,0.0701,Poor,26-35
APP_03980,48,87145.0,Self-Employed,589.0,80774,84,1066.0,No,Non-Default,7262.08,1258.96,0.3202,0.9269,0.1468,Poor,46-55
APP_03981,41,64422.0,Government,481.0,44963,60,5.0,Yes,Non-Default,5368.5,911.69,0.1708,0.6979,0.0009,Very Poor,36-45
APP_03982,42,52831.0,Government,540.0,6198,84,767.0,Yes,Non-Default,4402.58,96.6,0.1962,0.1173,0.1742,Poor,36-45
APP_03983,25,61673.0,Salaried,458.0,26841,60,424.0,No,Non-Default,5139.42,544.24,0.1884,0.4352,0.0825,Very Poor,18-25
APP_03984,49,69839.0,Salaried,654.0,27705,36,316.0,No,Non-Default,5819.92,868.17,0.2035,0.3967,0.0543,Fair,46-55
APP_03985,22,68418.0,Government,517.0,48389,84,78.0,No,Non-Default,5701.5,754.2,0.146,0.7073,0.0137,Poor,18-25
APP_03986,46,5661.0,Unemployed,503.0,31008,48,133.0,No,Default,471.75,757.0,1.8866,5.4775,0.2819,Poor,46-55
APP_03987,47,5000.0,Salaried,460.0,23142,24,770.0,No,Non-Default,416.67,1046.65,4.3599,4.6284,1.848,Very Poor,46-55
APP_03988,33,103785.0,Self-Employed,606.0,184242,180,80.0,No,Non-Default,8648.75,1760.71,0.2128,1.7752,0.0092,Fair,26-35
APP_03989,50,83554.0,Salaried,506.0,103418,36,374.0,No,Non-Default,6962.83,3240.74,0.5191,1.2377,0.0537,Poor,46-55
APP_03990,37,60400.0,Government,573.0,7199,60,116.0,No,Non-Default,5033.33,145.97,0.052,0.1192,0.023,Poor,36-45
APP_03991,38,70365.0,Salaried,547.0,29002,120,335.0,No,Non-Default,5863.75,351.87,0.1171,0.4122,0.0571,Poor,36-45
APP_03992,41,53713.0,Salaried,544.0,60158,84,147.0,No,Non-Default,4476.08,937.64,0.2423,1.12,0.0328,Poor,36-45
APP_03993,65,54003.0,Freelancer,517.0,105316,36,216.0,Yes,Default,4500.25,3300.22,0.7813,1.9502,0.048,Poor,56+
APP_03994,51,82063.0,Salaried,569.0,25952,36,810.0,Yes,Non-Default,6838.58,813.24,0.2374,0.3162,0.1184,Poor,46-55
APP_03995,45,81977.0,Self-Employed,518.0,30567,36,18.0,No,Non-Default,6831.42,957.86,0.1428,0.3729,0.0026,Poor,36-45
APP_03996,28,167193.0,Self-Employed,679.0,39176,24,1290.0,No,Non-Default,13932.75,1771.82,0.2198,0.2343,0.0926,Fair,26-35
APP_03997,39,33725.0,Salaried,470.0,61665,48,192.0,Yes,Non-Default,2810.42,1505.42,0.604,1.8285,0.0683,Very Poor,36-45
APP_03998,29,68259.0,Salaried,507.0,10631,60,453.0,No,Non-Default,5688.25,215.56,0.1175,0.1557,0.0796,Poor,26-35
APP_03999,46,38897.0,Self-Employed,506.0,7242,36,125.0,No,Non-Default,3241.42,226.94,0.1086,0.1862,0.0386,Poor,46-55
APP_04000,39,82596.0,Salaried,581.0,99075,360,222.0,No,Non-Default,6883.0,726.98,0.1379,1.1995,0.0323,Poor,36-45
APP_04001,26,24648.0,Self-Employed,491.0,16447,84,307.0,No,Non-Default,2054.0,256.35,0.2743,0.6673,0.1495,Very Poor,26-35
APP_04002,38,41992.0,Government,498.0,198417,84,583.0,Yes,Non-Default,3499.33,3092.57,1.0504,4.7251,0.1666,Very Poor,36-45
APP_04003,29,33602.0,Freelancer,512.0,18199,84,1032.0,Yes,Non-Default,2800.17,283.65,0.4698,0.5416,0.3685,Poor,26-35
APP_04004,39,70316.0,Salaried,557.0,31320,60,1005.0,Yes,Non-Default,5859.67,635.06,0.2799,0.4454,0.1715,Poor,36-45
