Customer_ID,Region,Customer_Type,Product_Line,Deployment_Type,Subscription_Model,Active_Devices,Monthly_Usage_Hours,Support_Tickets_Monthly,Renewal_Probability,Avg_Response_Time_Minutes,Monthly_Cost_USD,Integration_Count,Training_Completed,SLA_Compliance,Customer_Satisfaction_Score,Business_Tier
877b143d-4ebd-4b50-a3e9-1562d24b0a1b,Asia Pacific,Education,Meraki,On-Premises,Recurring License,6373,317.69,5,0.39,18.48,21038.4,4,1,96.35,5,Tier 1
23ed88b7-6358-494c-b029-ec1abad99d70,Europe,Education,Licensing Platform,On-Premises,Recurring License,8321,497.71,2,0.52,24.94,6286.89,3,1,97.27,3,Tier 2
7da26270-a446-45d1-8a4c-c9c5d99dca25,Asia Pacific,Education,Licensing Platform,Cloud,Usage-Based,2898,680.15,1,0.54,20.7,8469.03,1,1,86.37,2,Tier 1
5dff00c7-146d-4c8b-9c2a-8e05c3843729,North America,Healthcare,Cisco DNA,On-Premises,Recurring License,955,568.15,3,0.66,13.19,12900.93,1,0,90.39,2,Tier 1
f16cf148-4f40-4b39-92ec-6ca300fda96a,Asia Pacific,Government,Cisco DNA,Cloud,Recurring License,4260,710.41,5,0.47,22.05,18708.44,8,0,97.32,5,Tier 1
a0bb8236-bcf2-4db1-bd5a-2bb0f09f70ad,Asia Pacific,Education,Cisco DNA,Hybrid,Recurring License,4303,512.6,3,0.88,13.17,15460.63,5,0,96.04,3,Tier 3
17859b5d-4714-4b48-9c1a-642675476db4,Latin America,SMB,Licensing Platform,On-Premises,SaaS,9262,362.66,7,0.38,23.78,19150.59,3,0,92.55,2,Tier 1
a7f877ab-c693-4138-9e19-31bd1c9522ac,Asia Pacific,Healthcare,Meraki,Cloud,Usage-Based,3452,634.42,4,0.78,13.27,20294.25,8,0,99.03,2,Tier 1
8cc0cf9e-f83b-4473-8abd-b53abf0e33e1,North America,Education,Cisco DNA,Hybrid,Recurring License,8657,580.28,5,0.68,22.92,13503.05,8,0,85.33,3,Tier 1
afd010d3-3b9e-4318-b0ce-86a2cbb60cc2,Europe,SMB,Cisco+,On-Premises,SaaS,1816,430.27,5,0.69,7.88,10274.39,5,0,97.13,2,Tier 3
38d76a4d-42d0-4c97-835e-d1498c43ea7e,Latin America,Enterprise,Licensing Platform,On-Premises,Usage-Based,8904,365.63,5,0.46,26.75,16670.95,2,1,86.43,3,Tier 2
b7e38af8-a546-4668-9874-0326f35fe4c1,Middle East & Africa,SMB,Cisco DNA,On-Premises,SaaS,5161,503.26,2,0.95,28.25,13055.53,6,0,85.09,2,Tier 1
2c90612b-166e-4882-8c1f-094f47717a26,North America,SMB,Meraki,Cloud,SaaS,6571,629.08,2,0.76,18.8,22003.58,7,1,85.04,5,Tier 1
e3ac2d2b-bfcd-40fc-91a3-f885837fa2ff,Asia Pacific,Education,Cisco DNA,Hybrid,Usage-Based,966,285.81,5,0.64,14.6,16830.44,8,0,99.06,3,Tier 2
51882a82-e007-442c-916d-28554214e900,Latin America,Healthcare,Cisco+,Hybrid,SaaS,3143,581.7,1,0.91,14.69,19570.45,4,0,88.75,3,Tier 2
049c83f3-4a33-41d9-ba46-c1d2831f8dd9,Middle East & Africa,SMB,Meraki,Hybrid,Recurring License,3992,587.99,7,0.63,31.41,20524.71,4,1,85.25,3,Tier 2
fefe8f1d-4705-44b1-bc69-1cccdbba43f0,Europe,Government,Meraki,Cloud,SaaS,8651,391.24,3,0.36,25.81,24265.52,3,0,94.82,4,Tier 1
defab2b3-e51b-432b-a05b-d064632c2e4a,Latin America,SMB,Meraki,Cloud,Usage-Based,5233,519.18,3,0.76,17.64,12315.96,5,1,91.82,1,Tier 3
1c24a791-7112-469d-a3f4-49100a85da01,Europe,SMB,Licensing Platform,Hybrid,Usage-Based,9122,326.2,3,0.9,12.89,17939.14,3,0,97.79,2,Tier 1
ce0ca593-057a-4c34-bb83-a7e9c3ee673f,Asia Pacific,Education,Licensing Platform,Cloud,Usage-Based,1896,325.4,5,0.63,27.55,21463.92,2,1,99.16,4,Tier 2
0d6c3eff-008f-4b59-92dd-9a52867b3ac3,Europe,Government,Cisco DNA,On-Premises,SaaS,3221,677.14,7,0.75,17.55,13451.67,6,1,86.47,1,Tier 2
9dc391da-f70f-4d73-8d5d-d0fae30ab8af,Asia Pacific,SMB,Cisco+,Cloud,Usage-Based,8424,643.1,4,0.33,11.52,12022.44,9,1,93.21,4,Tier 2
d1a1be79-edc7-4b91-90ba-dd3d3139c376,Europe,Education,Licensing Platform,Hybrid,Recurring License,7472,414.93,2,0.78,22.9,20565.07,8,1,99.25,2,Tier 1
aab1347d-5e78-4926-85ed-fe2db32a6154,Europe,Enterprise,Licensing Platform,Hybrid,Recurring License,9810,275.57,2,0.88,19.3,12259.76,4,0,93.42,3,Tier 1
99b7dfb4-6eeb-4df3-82bb-8e44271739e5,Europe,Government,Cisco+,On-Premises,SaaS,9639,491.39,1,0.5,25.58,17217.4,9,1,90.25,5,Tier 1
68aa272c-1993-4272-ad13-d59aa2d1c6c9,Europe,SMB,Cisco+,On-Premises,Usage-Based,5275,419.54,2,0.35,23.34,20008.26,4,1,91.08,5,Tier 3
57d94c55-2f6d-49c7-9d19-77e2895e6c15,Asia Pacific,SMB,Licensing Platform,On-Premises,Usage-Based,8186,598.56,9,0.81,21.99,15609.86,2,0,90.03,2,Tier 2
3f064656-6cda-4cdd-a942-a2555bdae312,North America,Government,Cisco DNA,Hybrid,SaaS,5848,597.23,6,0.72,20.33,14723.14,1,1,98.28,2,Tier 3
e3a889c9-3d48-473a-987d-d417f44b0751,Europe,SMB,Licensing Platform,On-Premises,Usage-Based,9881,383.82,4,0.99,13.91,9468.5,9,0,99.38,3,Tier 1
1e19c7c2-d044-43e3-84b2-6a738903fa18,Latin America,Government,Meraki,Cloud,Recurring License,9601,230.5,3,1.0,22.41,14673.83,4,1,90.52,3,Tier 2
e60fd9de-ae68-4e75-a5dd-5469cc06f3e4,Latin America,Government,Cisco DNA,On-Premises,SaaS,8078,571.17,6,0.94,11.97,18717.77,4,0,98.33,1,Tier 1
1e50412e-4956-40be-b93e-acc18e6bd08a,Europe,Healthcare,Cisco+,On-Premises,Recurring License,2100,401.64,3,0.7,23.23,12834.33,8,0,88.76,3,Tier 1
c2f8ca1c-e4db-48df-bb57-aaff402c4968,Middle East & Africa,Healthcare,Cisco+,On-Premises,Recurring License,6056,751.39,4,0.96,23.3,15053.01,8,1,91.36,3,Tier 3
c10b9a6b-185b-48fb-8197-53f96bac11d9,North America,Enterprise,Meraki,Cloud,Recurring License,5060,336.55,1,0.9,21.34,11185.2,2,1,98.56,3,Tier 1
8244da8e-f8e2-48dc-a58f-5556855ac28e,North America,Healthcare,Licensing Platform,Hybrid,Recurring License,7386,518.23,3,0.58,17.26,22222.35,2,0,89.24,4,Tier 1
59d7cf3b-8c5d-48ba-8048-bc327a641409,Asia Pacific,Government,Licensing Platform,Hybrid,SaaS,2049,413.1,5,0.34,22.8,16507.84,3,1,85.68,4,Tier 2
966cc589-b134-43bf-9145-16e319ff6e44,Europe,Government,Meraki,Hybrid,SaaS,7921,733.92,4,0.92,22.16,21207.07,8,1,85.59,4,Tier 1
53d059ce-8258-46df-9b26-4d44775ba112,Middle East & Africa,Government,Cisco+,On-Premises,Recurring License,5518,418.51,8,0.52,21.47,11410.48,5,1,97.27,4,Tier 2
7a954dc5-271a-4b61-aaea-36187e9c06d0,Latin America,Education,Meraki,Cloud,SaaS,3562,390.96,5,0.47,21.18,10881.52,9,1,90.64,5,Tier 1
318858e8-966f-4035-bf2c-b5c74f24c02e,Middle East & Africa,Education,Meraki,Hybrid,SaaS,6031,623.75,2,0.78,16.08,17519.85,7,0,87.85,5,Tier 1
372f9e02-4aa4-46b5-9883-7ef37f2466c7,Europe,Healthcare,Cisco+,Cloud,Usage-Based,7331,369.17,3,0.34,22.11,17129.63,1,0,97.14,4,Tier 3
8377d1a2-0068-4c81-a572-f2bd339c0d58,North America,Healthcare,Licensing Platform,Cloud,Usage-Based,5577,389.81,4,0.88,21.47,13875.32,7,1,98.79,2,Tier 1
5b2f1f39-de8a-430b-9540-8554adefb6d8,Latin America,Enterprise,Meraki,Cloud,Recurring License,5698,746.93,5,0.93,26.48,14457.59,6,0,97.71,2,Tier 3
ce694830-7021-410d-86d0-fc2fcc2e459e,Middle East & Africa,Education,Cisco+,On-Premises,Usage-Based,6609,499.16,7,0.37,14.76,15872.79,4,1,98.49,4,Tier 3
8e719cb6-d160-4f96-8cb2-ba8ac8035036,Europe,Government,Cisco+,Hybrid,SaaS,4883,448.32,5,0.69,14.41,9460.07,5,0,96.0,1,Tier 3
ad628f63-93de-493e-bace-c80e06c5322c,Latin America,Enterprise,Licensing Platform,Hybrid,SaaS,8723,526.81,4,0.7,19.94,17207.17,9,1,97.12,1,Tier 2
23815317-4655-44ae-b654-a50cda371115,Latin America,Enterprise,Cisco+,Hybrid,Recurring License,268,510.01,4,0.3,15.19,13760.83,9,1,88.93,3,Tier 1
d5718af5-4b4f-4c14-86fe-1a9038ee2e2b,Europe,Enterprise,Licensing Platform,On-Premises,SaaS,5850,365.83,3,0.79,18.21,11580.21,8,1,88.05,3,Tier 2
22c7f747-29e2-4414-bde1-445a2d18034e,North America,SMB,Meraki,On-Premises,SaaS,9147,395.57,5,0.53,13.08,20641.98,4,1,94.32,3,Tier 3
6afee45d-7204-47ad-be18-1cd3ebe97b61,Asia Pacific,Education,Cisco+,Hybrid,SaaS,3011,461.39,6,0.75,10.62,17103.87,8,0,97.26,1,Tier 3
2f2cb430-6dba-4616-a5bb-2a5e0d6f0656,Asia Pacific,Government,Meraki,Hybrid,Usage-Based,1362,317.09,3,0.86,13.11,17459.29,7,1,96.01,4,Tier 1
50c439da-53a7-4846-a5df-3f1ccc8c7051,Europe,Enterprise,Licensing Platform,Hybrid,SaaS,7455,153.74,9,0.33,16.92,13945.14,2,1,90.61,5,Tier 2
c5bae047-d0b7-4288-b9d4-2492a3068ccc,Europe,Enterprise,Licensing Platform,On-Premises,Usage-Based,746,698.17,1,0.38,23.8,14304.44,4,0,92.75,1,Tier 1
6f775e00-84ac-43da-84eb-e767c7f3f50b,North America,SMB,Meraki,On-Premises,SaaS,6235,297.29,3,0.89,20.74,15969.96,5,0,99.36,5,Tier 3
ac7c05ff-cb35-4924-875a-62307ecc39c4,Europe,Healthcare,Meraki,Cloud,Recurring License,2487,536.71,6,0.31,22.37,11912.44,7,0,85.91,5,Tier 2
b8702df6-d8ba-40c8-b4e5-1d5cabe83d7d,Asia Pacific,Enterprise,Licensing Platform,On-Premises,Recurring License,7656,547.12,4,0.92,20.63,18067.75,7,1,87.0,2,Tier 2
e51b2dd6-65e5-4435-be47-8b494be1862e,Latin America,Enterprise,Licensing Platform,Cloud,Usage-Based,8262,587.62,2,0.65,28.33,18699.85,8,0,96.41,3,Tier 1
97e360c4-c46f-4871-8c70-955f96074104,Europe,Enterprise,Licensing Platform,On-Premises,Recurring License,8938,384.15,4,0.73,12.26,12727.17,1,0,91.77,1,Tier 1
6204227d-95e4-4ee8-920f-58f42ce14ea6,North America,Healthcare,Cisco+,Cloud,Usage-Based,551,487.26,2,0.41,23.22,18810.01,8,1,86.51,5,Tier 1
33b57972-790a-4f56-96d5-4e4aab334779,Latin America,Government,Cisco DNA,Cloud,SaaS,5066,768.77,3,0.86,18.79,19688.79,9,0,98.77,2,Tier 2
c4f3bf70-e3c5-46cf-9659-46fc94c48801,Middle East & Africa,Healthcare,Cisco DNA,Hybrid,Recurring License,6163,484.57,2,0.89,16.2,11322.17,2,0,85.77,3,Tier 3
63e4996c-28a0-4782-83ca-10debf70dd5a,Latin America,Healthcare,Cisco+,On-Premises,Usage-Based,4098,596.73,2,0.94,18.17,15555.41,7,0,99.71,1,Tier 1
4a858755-3900-4793-a2b0-eabbcb98ed97,Asia Pacific,Education,Cisco DNA,On-Premises,Usage-Based,3541,466.15,6,0.61,26.09,9226.93,2,0,89.15,5,Tier 1
9f559502-7086-48b9-b8fb-000cff21d799,Europe,Healthcare,Meraki,On-Premises,Recurring License,8044,490.83,4,0.63,23.25,15871.7,3,0,92.07,4,Tier 1
a2952711-dd2a-405c-8f4d-cd2676195b67,Latin America,Government,Cisco+,On-Premises,Usage-Based,7135,368.16,8,0.88,23.68,15357.56,1,1,97.72,4,Tier 2
689b353f-ccba-4925-9932-d7910587d565,Asia Pacific,Healthcare,Meraki,On-Premises,Usage-Based,1333,451.26,4,0.78,27.31,11090.38,1,1,87.91,4,Tier 3
c505a8d3-ad9c-4703-964f-7dd3c2e48bdf,Europe,Education,Cisco DNA,Hybrid,Usage-Based,9174,687.35,6,0.53,26.65,23049.47,2,0,92.45,5,Tier 1
9cdad121-1254-40b1-98b4-343beb7da33c,Europe,Healthcare,Cisco+,Cloud,Recurring License,4463,279.72,4,0.46,27.24,6538.6,4,1,87.06,2,Tier 1
56d3f991-892b-4379-bc60-08fffcc8385e,Middle East & Africa,SMB,Cisco DNA,On-Premises,Usage-Based,1870,549.59,3,0.8,14.93,14149.45,4,1,99.43,4,Tier 2
9644505b-792a-40df-9fec-b8a445ee086c,Middle East & Africa,Enterprise,Licensing Platform,Cloud,SaaS,8753,719.18,1,0.45,11.7,11006.25,1,1,87.37,4,Tier 2
8195c3d5-67d7-4f45-a16f-f30fa44c4d2e,Asia Pacific,Government,Meraki,Cloud,Recurring License,6308,361.65,2,0.98,24.65,18486.34,5,0,92.94,5,Tier 1
a3d091d3-19a4-4a66-b43a-0b1b96f6f57e,Europe,Education,Cisco+,Hybrid,SaaS,5777,385.33,2,0.99,15.05,19335.21,2,1,91.76,4,Tier 1
e7370c69-11d2-4826-9dec-250121574e86,North America,Healthcare,Meraki,Cloud,Recurring License,9240,453.14,3,0.98,15.16,17779.56,7,0,91.0,1,Tier 3
caf941b4-0e6f-4f38-b8df-12bec314c2af,Asia Pacific,Education,Meraki,On-Premises,SaaS,9515,402.46,6,0.49,18.9,20917.14,5,1,92.42,2,Tier 1
ae4d1985-3a23-465b-8a33-a3833276ebda,Latin America,Enterprise,Meraki,Hybrid,Usage-Based,3427,448.2,4,0.49,20.62,12287.17,8,0,91.2,1,Tier 3
879cd16f-c80f-413f-86e1-f538565dfbc1,Latin America,Education,Licensing Platform,Hybrid,SaaS,4282,477.7,2,0.98,24.51,13439.91,5,1,97.89,1,Tier 3
1ad405af-7633-4521-b9ae-c6424f023bf5,Latin America,Healthcare,Cisco DNA,On-Premises,SaaS,3746,315.17,2,0.56,20.26,19476.35,2,0,91.29,4,Tier 3
3d19d934-53c3-4c93-ba4c-762fff6cee49,Middle East & Africa,Education,Licensing Platform,Cloud,SaaS,3075,732.22,8,0.66,11.06,15819.75,1,0,97.93,4,Tier 2
f591df72-b8d8-46a9-b84f-590270cc5a29,Europe,Education,Meraki,On-Premises,Usage-Based,4469,555.9,6,0.99,20.39,9645.31,4,0,85.62,1,Tier 1
780e6c60-bc50-458b-97b9-77009c109f12,North America,Enterprise,Licensing Platform,On-Premises,Usage-Based,8756,672.34,6,0.98,16.5,18918.05,3,1,91.32,1,Tier 2
2f2cfb1d-8072-4637-9d7f-047964e16aec,Latin America,Government,Meraki,On-Premises,Recurring License,1011,491.41,5,0.84,18.07,18037.71,1,0,99.05,2,Tier 1
a4bf97c8-b506-43cc-8e34-4457db6c8a67,Asia Pacific,SMB,Cisco DNA,Cloud,Recurring License,1221,443.87,2,0.62,23.99,14435.83,1,0,99.67,3,Tier 2
4a297e98-c46d-4abd-af98-83c118b0974d,Asia Pacific,SMB,Cisco DNA,Cloud,Usage-Based,8073,355.11,6,0.71,28.55,15792.84,3,1,89.7,1,Tier 1
75e342d4-a2b8-46e8-a022-22e5ff8e7914,Asia Pacific,Healthcare,Licensing Platform,Cloud,Usage-Based,6720,501.69,3,1.0,18.58,16485.72,3,0,99.4,2,Tier 1
6a0b6056-b4c2-48ff-abae-ba5dd8f5a904,Middle East & Africa,Enterprise,Cisco+,On-Premises,Recurring License,9766,617.94,5,0.68,10.38,13760.65,7,1,85.45,1,Tier 1
3dd832fd-f443-45a1-bdc0-73242e20652a,North America,SMB,Meraki,Hybrid,SaaS,2711,553.87,4,0.67,20.69,14259.58,4,0,90.87,5,Tier 3
a6d23232-26be-4f5b-b627-105faf4955bb,Latin America,SMB,Meraki,Hybrid,SaaS,8427,320.22,4,0.8,17.72,9180.24,7,1,90.9,3,Tier 1
f0298cf4-b5c6-4da0-8327-cee76d7225b9,Europe,Government,Cisco+,Hybrid,Usage-Based,579,705.79,3,0.55,18.73,12025.93,2,1,97.21,5,Tier 1
096a0425-0a53-4bf9-b5db-9260e6fc605e,Asia Pacific,Government,Meraki,On-Premises,SaaS,1000,514.76,3,0.48,21.19,12041.79,3,1,92.89,4,Tier 2
d3190b8d-a956-4209-9822-eb7a6b8d2e33,North America,Enterprise,Licensing Platform,Cloud,SaaS,1332,497.92,3,0.33,24.23,14290.79,6,0,99.32,3,Tier 3
26190546-09e5-4ba6-afc3-a30ebfaf5cdc,Middle East & Africa,Enterprise,Cisco+,Hybrid,SaaS,2537,345.65,3,0.56,17.54,21839.65,1,0,99.2,2,Tier 3
c9b6fb1c-28e7-4bcc-abed-4333cf34d7f2,Latin America,Enterprise,Cisco DNA,Hybrid,Usage-Based,8179,588.22,6,0.57,18.01,17481.11,8,0,85.56,5,Tier 1
9a2d3d28-4366-4ee0-bd3d-2dde10c23021,Latin America,Education,Cisco DNA,Hybrid,SaaS,4025,353.11,3,0.83,19.36,14835.11,3,0,87.84,4,Tier 3
54cfe013-b740-430b-8181-617878cf16c2,Asia Pacific,Education,Cisco+,On-Premises,SaaS,3995,434.98,4,0.94,27.42,17256.91,9,0,98.58,1,Tier 3
53299c61-3231-45e3-8d11-83222fab8515,North America,Enterprise,Cisco DNA,On-Premises,Usage-Based,822,680.04,2,0.56,22.84,18088.96,1,0,85.42,1,Tier 1
f17eab9c-5b38-466b-b364-6c4538d15361,Latin America,SMB,Meraki,Hybrid,Recurring License,6275,432.24,1,0.58,26.92,16410.63,9,1,91.82,2,Tier 3
312b22a5-0b56-485c-8da9-a04b93f168af,Asia Pacific,Government,Cisco+,Cloud,SaaS,4430,562.84,2,0.96,14.72,12633.82,9,1,92.31,5,Tier 2
02e7d7cc-6fb1-49ce-8b66-a2fd6fafb4e6,Middle East & Africa,Government,Meraki,Cloud,Recurring License,1308,283.14,3,0.83,20.69,14120.9,4,0,90.23,2,Tier 3
bdaad12b-4014-40f8-83aa-39f5aafbad5b,Middle East & Africa,Education,Cisco+,Cloud,Usage-Based,8810,511.65,2,0.33,19.06,23673.75,1,0,86.75,3,Tier 2
99fd19b8-58ba-4cf4-bfb6-0888fefe74a2,Middle East & Africa,Enterprise,Cisco DNA,Cloud,Usage-Based,1770,499.79,8,0.4,17.1,12084.84,5,1,94.56,5,Tier 1
ab98743c-1952-4680-a356-b46058416881,Latin America,Education,Cisco+,Hybrid,Recurring License,732,593.33,6,0.6,24.47,16971.17,2,0,99.89,4,Tier 3
b723de63-3cbb-436e-bfea-a8295ca45e08,Asia Pacific,Healthcare,Meraki,Hybrid,SaaS,5881,473.65,4,0.83,18.54,14258.59,6,1,96.12,5,Tier 2
e1a7aebe-99aa-4843-a349-bcf1ad838155,Asia Pacific,SMB,Meraki,On-Premises,Usage-Based,9833,419.9,2,0.33,23.1,15375.64,1,0,97.26,5,Tier 2
b7808234-058c-4aa4-966c-e182364883ba,Middle East & Africa,SMB,Cisco DNA,On-Premises,Usage-Based,7273,454.86,5,0.53,26.06,13112.87,5,1,91.33,3,Tier 3
2222b2c9-c4f4-4919-acf0-2add77e6208e,Latin America,Government,Licensing Platform,On-Premises,SaaS,623,535.4,2,0.43,18.41,21732.78,2,0,85.07,2,Tier 1
bbaeeb96-05b0-4096-868e-024e4813ed28,North America,Enterprise,Licensing Platform,Hybrid,Usage-Based,9450,371.75,5,0.31,17.1,19923.42,3,0,86.32,1,Tier 2
bbc74488-3d58-4c15-b782-20d51186bf14,Latin America,SMB,Cisco+,On-Premises,Usage-Based,5923,779.95,3,0.85,21.2,18959.06,5,0,92.17,4,Tier 1
c85d3367-8cb6-4bed-855a-57b29c3d9d1b,North America,Government,Meraki,Hybrid,Usage-Based,767,529.17,9,0.96,17.34,16017.31,5,1,92.78,3,Tier 2
29daf7f4-be84-4c51-bc9e-545a01827bf6,North America,Healthcare,Cisco DNA,Hybrid,SaaS,7485,394.15,2,0.53,25.72,12943.68,1,1,97.12,3,Tier 3
4e7670d9-6ffa-4b48-b283-af36eb40b08a,Asia Pacific,Enterprise,Cisco+,On-Premises,SaaS,1137,780.07,4,0.98,25.35,8826.05,3,0,85.35,1,Tier 2
89becbce-e13e-4c34-921e-bbd0b5146ffb,North America,SMB,Cisco+,Cloud,Usage-Based,4147,690.11,3,0.95,29.11,14419.37,2,1,87.81,1,Tier 2
1c152769-9181-4cde-b3e8-5e17a35b9cb6,North America,Enterprise,Licensing Platform,Hybrid,Recurring License,1693,621.42,9,0.35,11.08,22453.45,2,0,88.21,2,Tier 2
62747439-27db-4f00-9003-66aa354824c0,Asia Pacific,Healthcare,Meraki,Cloud,Usage-Based,9397,445.56,6,0.78,23.36,12756.12,1,1,91.15,5,Tier 2
b031438e-885a-44ff-bf7b-d2f886b4907f,Latin America,SMB,Cisco+,Cloud,Recurring License,5273,495.35,10,0.9,25.01,15958.45,7,1,89.55,5,Tier 1
c26c3904-dfc3-4b11-aca1-fb8fe141d4e3,Europe,SMB,Cisco+,Hybrid,Usage-Based,8868,792.17,4,0.79,19.65,16443.03,3,1,87.12,2,Tier 3
9d74e697-3f91-4a51-aeff-0489e3ef54df,Middle East & Africa,Government,Cisco DNA,Cloud,Recurring License,8183,423.06,3,0.75,15.21,7372.01,2,0,98.41,2,Tier 2
7e6780b0-9951-400c-b222-ca134597f2c2,Europe,Government,Meraki,Cloud,Usage-Based,316,210.15,2,0.89,16.53,17818.64,2,0,91.18,2,Tier 3
f68efd95-7f61-4ea2-be68-cd4600f26bcf,Latin America,Government,Meraki,Hybrid,Recurring License,8651,559.49,2,0.86,6.62,20524.69,8,0,95.96,5,Tier 1
62119804-81af-455c-a5e4-522320001036,North America,Enterprise,Licensing Platform,On-Premises,Usage-Based,2842,480.73,4,0.81,14.79,11277.27,8,1,94.41,1,Tier 1
c61ba1ca-b3cd-44bc-ae49-bb407797f27d,Europe,Enterprise,Licensing Platform,Hybrid,SaaS,808,409.37,6,0.78,17.22,11900.97,9,0,88.96,5,Tier 1
b0b2e1ff-f5a4-415e-807d-e56bfd0fc805,Asia Pacific,Education,Cisco+,Cloud,Recurring License,2607,418.22,4,0.31,17.59,13976.16,3,1,93.51,5,Tier 3
bdffaaac-8615-4d7b-9a8b-06b18e294613,Middle East & Africa,Healthcare,Licensing Platform,Cloud,Recurring License,6813,616.33,2,0.71,14.59,11996.02,1,0,88.66,3,Tier 3
039413ab-dec3-4240-99ba-df1c00ad2d4d,Asia Pacific,Education,Cisco DNA,Cloud,Recurring License,3769,591.98,3,0.45,12.97,14555.09,1,0,90.76,4,Tier 2
5887ca24-2ef7-4d3f-bfcf-42783d81e346,Latin America,Government,Cisco DNA,Cloud,SaaS,2620,173.6,3,0.34,18.12,17259.86,7,0,98.87,2,Tier 1
73d69fea-e88e-47f0-9b9f-fadc200119f6,North America,SMB,Cisco+,Cloud,Usage-Based,7291,449.82,2,0.92,21.72,8822.94,2,1,92.24,2,Tier 1
4fbd46f6-4828-4766-83a1-f01e26391523,Latin America,Enterprise,Licensing Platform,Hybrid,SaaS,5179,355.4,6,0.58,32.21,4827.22,7,0,97.6,3,Tier 3
f65766c9-ded5-4ba6-98eb-8adc8f8d29a7,Europe,SMB,Cisco DNA,Cloud,SaaS,1996,336.48,5,0.96,17.78,13545.58,4,0,89.38,5,Tier 3
4054136a-0b8b-4fd4-8d63-536060e27824,Middle East & Africa,Government,Cisco DNA,Cloud,SaaS,4994,500.79,5,0.75,19.83,17148.98,9,1,88.63,5,Tier 3
170b836e-1b06-44ab-9927-684fa6cffc1e,Middle East & Africa,SMB,Cisco+,Hybrid,Usage-Based,3607,591.94,2,0.4,23.48,11875.13,4,1,97.84,4,Tier 3
263f92f8-6b21-44ae-9017-3479aff8ee62,Asia Pacific,Education,Cisco DNA,Cloud,Recurring License,6314,511.53,3,0.47,10.76,14786.0,3,0,94.11,2,Tier 3
edfd65f4-3a88-454d-bd14-7d9e2e90279c,North America,Government,Cisco DNA,On-Premises,Recurring License,9624,527.21,3,0.97,12.67,21701.95,1,0,92.86,5,Tier 3
bf94186b-8ad6-4099-ad8c-f1a1a613c7ba,Middle East & Africa,Healthcare,Cisco DNA,On-Premises,Usage-Based,9603,227.87,4,0.67,13.36,19076.14,5,0,92.26,3,Tier 1
980919f3-bfac-468f-9df7-2534fe8c59ad,Latin America,Enterprise,Licensing Platform,Cloud,Usage-Based,7307,567.68,4,0.44,14.75,20794.02,4,1,95.63,3,Tier 2
61c7a08f-e200-4d06-8aca-57c91f750491,Asia Pacific,Education,Meraki,Cloud,Recurring License,8658,422.65,3,0.98,19.55,15099.94,3,1,87.04,3,Tier 2
6026d0c0-cceb-40c4-a1ed-3346882e52cd,Asia Pacific,Healthcare,Meraki,Hybrid,SaaS,60,507.22,4,0.96,25.27,27124.52,6,1,97.84,3,Tier 3
a2b83732-8155-41d0-831f-6df07ca56d16,Asia Pacific,SMB,Cisco+,Cloud,Recurring License,7770,565.11,4,0.43,13.56,14204.84,9,0,85.04,2,Tier 3
e4dc7976-1665-4047-84ea-7fb7b8942f89,Asia Pacific,Education,Licensing Platform,Hybrid,Recurring License,8080,589.01,1,0.92,26.25,15436.04,3,0,88.37,3,Tier 3
c9ec5b9b-f6e4-475c-97ad-a8b111bc007d,Latin America,Education,Meraki,On-Premises,Usage-Based,4454,397.77,5,0.81,24.45,19421.48,1,1,90.91,1,Tier 3
cefafd86-d967-4856-9e30-2fa941a5a375,Middle East & Africa,Healthcare,Licensing Platform,On-Premises,Recurring License,181,305.72,4,0.73,15.74,10283.1,7,0,98.25,4,Tier 1
eb5d0742-5c60-484b-b883-8e9e94e220b1,Middle East & Africa,Education,Licensing Platform,On-Premises,SaaS,7123,477.93,4,0.95,22.81,14035.72,1,0,93.79,5,Tier 3
b2e004cc-0411-4a3a-8f32-f1be34cf44da,Middle East & Africa,Healthcare,Cisco DNA,On-Premises,Recurring License,4798,566.41,5,0.75,16.17,18547.35,2,0,90.82,5,Tier 2
77e23368-382c-456c-ba8d-4869eea48a65,Asia Pacific,Government,Cisco DNA,Hybrid,Recurring License,472,533.73,4,0.61,10.75,19468.54,4,0,93.23,1,Tier 3
053b6bd2-3219-4e68-8c69-a6b2a785c0f7,Middle East & Africa,Education,Licensing Platform,Cloud,Recurring License,7031,609.78,3,0.99,19.03,11511.09,8,1,86.1,3,Tier 1
fccdc878-4c79-4046-addc-b72567457bda,Asia Pacific,Education,Cisco+,On-Premises,Usage-Based,8865,382.98,7,0.66,27.02,16944.61,6,1,87.5,1,Tier 1
509aa642-50dd-4259-9967-203594271a75,Europe,Government,Cisco+,Hybrid,Recurring License,6260,551.63,3,0.56,29.31,17552.84,8,0,90.75,2,Tier 2
e47c2123-7f4d-421d-8011-6590177c9c77,North America,Enterprise,Meraki,On-Premises,Recurring License,2350,255.0,5,0.46,21.31,19581.39,4,0,89.12,5,Tier 1
91fdf922-64e0-4406-a284-d122939291b5,Latin America,Education,Cisco DNA,Hybrid,SaaS,5921,583.46,1,0.83,21.25,18068.27,8,1,89.17,2,Tier 3
3ed12aec-8835-462f-aa09-1c1d88ae9308,North America,Government,Cisco+,Hybrid,Usage-Based,5753,461.21,1,0.45,28.37,19658.15,3,0,93.82,3,Tier 2
