Customer_ID,Region,Customer_Segment,Product_Line,Connectivity_Type,Deployment_Environment,Monitoring_Platform,Connected_Devices,Daily_Data_Usage_GB,Monthly_Incidents,Avg_Incident_Response_Hours,Firmware_Update_Frequency_Months,Uptime_Percentage,Downtime_Hours_Monthly,Support_Tickets_Opened,Customer_Satisfaction_Score,Training_Completed,Operational_Risk_Level
38f30f71-2956-42ec-9e72-61ac3b143290,North America,Oil & Gas,IoT Controller,Ethernet,Hybrid,IoT Ops Dashboard,2525,47.53,1,2.85,11,95.37,3.41,7,1,0,Low
00ffad12-720a-4ce5-959a-dd7e1ecb45d1,Middle East & Africa,Oil & Gas,Rugged Router,Wi-Fi,Indoor,Custom Platform,4411,68.99,1,2.49,7,92.31,2.91,1,4,0,Medium
2079d070-d0f9-422f-8391-012962dacaf8,Asia Pacific,Transportation,Edge Gateway,4G LTE,Indoor,IoT Ops Dashboard,584,53.5,2,1.01,2,99.31,3.28,4,5,1,High
f609fe52-a81f-4eee-b622-e889372e5767,Asia Pacific,Oil & Gas,Edge Gateway,Ethernet,Hybrid,Custom Platform,1681,28.41,1,3.39,8,95.04,1.09,2,3,1,High
7f2fc6b4-829f-4c0e-abe4-0b35eae00f96,Middle East & Africa,Smart Cities,Edge Gateway,Wi-Fi,Hybrid,Meraki,1627,30.96,2,1.95,9,94.57,1.5,7,2,1,High
87d82887-cc54-4375-b71b-0eaeaabe59a7,Middle East & Africa,Oil & Gas,IoT Controller,4G LTE,Indoor,Custom Platform,3034,54.01,2,2.55,11,99.81,3.57,5,4,0,High
f93ab2ac-657d-4358-aa96-bb167ac4b09d,Latin America,Smart Cities,IoT Controller,4G LTE,Indoor,Custom Platform,2277,52.18,0,2.26,9,90.6,2.36,3,1,0,Low
ee61b06e-c232-4118-8255-8cb7d49602bf,Middle East & Africa,Smart Cities,Industrial Switch,4G LTE,Indoor,IoT Ops Dashboard,4159,36.67,2,2.51,4,92.96,4.85,4,1,0,Medium
011536e5-938a-457d-81c3-f5a858f301f8,Middle East & Africa,Smart Cities,Rugged Router,4G LTE,Indoor,Custom Platform,4515,44.03,1,1.86,4,97.89,2.94,1,5,0,High
4f9a5129-5079-4ef6-9df3-944594bf3b0c,Europe,Manufacturing,IoT Controller,Wi-Fi,Indoor,Meraki,1723,62.7,4,2.25,9,97.06,5.92,3,4,0,High
9463d210-98a4-46f9-86c4-6c49cde73204,North America,Manufacturing,IoT Controller,5G,Mobile,Meraki,2272,48.17,0,3.59,8,95.76,5.08,3,3,0,High
19dcef7a-0ccb-47b2-ab96-6829ee2c5faa,Latin America,Utilities,Rugged Router,Ethernet,Outdoor,IoT Ops Dashboard,1469,44.78,5,0.96,6,94.21,3.87,4,3,0,Medium
21a7f162-18c8-4cd5-8cce-5c2f3818a4d0,Latin America,Manufacturing,Rugged Router,5G,Indoor,Custom Platform,4029,35.66,1,1.23,8,94.57,0.46,3,1,1,Medium
81b11c23-e064-470a-816b-9d81e20c9966,North America,Smart Cities,Edge Gateway,Wi-Fi,Hybrid,Custom Platform,872,29.97,2,2.87,9,93.2,2.98,6,2,0,High
41808298-f618-4d05-beb1-12aeead11221,North America,Smart Cities,Industrial Switch,Ethernet,Outdoor,Meraki,2468,62.88,6,1.96,3,90.52,4.58,1,4,0,High
24e70ce1-e2d7-4675-9a5c-ebed3129df53,North America,Smart Cities,Rugged Router,Ethernet,Hybrid,Custom Platform,4945,48.61,1,1.36,11,94.34,4.84,3,4,0,Low
29054492-2c4a-4017-bff3-289be9603e23,Latin America,Transportation,IoT Controller,Ethernet,Hybrid,Meraki,4824,58.48,3,1.86,6,98.86,1.83,4,4,1,Medium
8b47b5af-544d-4e36-b519-21b6639cbf39,Europe,Transportation,Industrial Switch,5G,Indoor,Meraki,943,31.81,4,1.79,3,96.46,1.53,3,3,1,Low
8dec3b69-5eec-424c-913c-91c2336542d9,Middle East & Africa,Utilities,Edge Gateway,Wi-Fi,Indoor,Custom Platform,2839,48.76,5,3.05,2,92.65,1.09,2,5,1,High
9830c59b-931c-4fba-b5ae-1b4f38005d27,North America,Transportation,Edge Gateway,5G,Mobile,Meraki,931,36.2,3,3.12,6,96.1,3.53,3,3,1,Low
07ec0c1d-3276-4f62-86ef-aa2142f0481c,North America,Utilities,IoT Controller,Ethernet,Hybrid,Custom Platform,3681,67.03,4,1.63,10,94.53,4.11,1,2,0,Medium
e1a70759-02fa-407c-9e44-7ef4b02b1483,Europe,Smart Cities,IoT Controller,4G LTE,Mobile,IoT Ops Dashboard,2452,39.61,3,4.39,7,92.04,3.19,6,5,0,Low
cf5c63de-ae1b-4e89-8c90-d6b8ebd99b49,Latin America,Utilities,Industrial Switch,Ethernet,Mobile,IoT Ops Dashboard,1178,48.59,1,3.71,6,95.69,4.92,2,4,0,Low
692841d9-fa83-4a77-b97b-09601057acb8,Europe,Transportation,IoT Controller,4G LTE,Mobile,IoT Ops Dashboard,2426,56.91,3,1.87,11,99.69,5.12,5,5,0,Low
9790a1cb-9ee4-4d42-b14d-136dc34cc08f,North America,Manufacturing,Industrial Switch,4G LTE,Outdoor,Meraki,1820,54.33,4,1.83,10,96.33,6.56,0,4,1,Low
ef921187-5a0e-4548-bf80-1306c7c36af4,Asia Pacific,Manufacturing,Rugged Router,Ethernet,Hybrid,Custom Platform,302,34.25,0,2.37,9,96.54,1.74,5,1,1,High
b549d770-53e7-4ac8-8e16-04c1ccaf5701,Latin America,Transportation,Industrial Switch,Ethernet,Outdoor,Custom Platform,1962,26.89,5,1.89,6,95.2,3.79,7,5,0,High
ca356f5c-8cc8-4ca2-b684-c55a7ff924a5,Latin America,Smart Cities,Rugged Router,Wi-Fi,Indoor,Custom Platform,3495,65.67,2,4.21,3,96.92,5.94,3,1,0,Low
54ddf175-2306-4683-97f0-8421e99a0c86,Asia Pacific,Utilities,Edge Gateway,Wi-Fi,Mobile,IoT Ops Dashboard,1140,60.81,2,2.88,5,98.99,3.7,5,5,1,Medium
6c7d7b82-c3b5-4f77-bbc3-158c1968940b,North America,Transportation,Industrial Switch,5G,Indoor,Custom Platform,4055,40.8,2,3.85,2,95.29,2.2,2,5,0,Low
d5910831-d09c-4d2b-b909-5e25a73f8326,Latin America,Transportation,Edge Gateway,Wi-Fi,Hybrid,Meraki,3053,58.02,2,3.31,4,91.16,5.17,5,3,0,Medium
4228323a-0365-4408-b695-42685e04227c,Asia Pacific,Oil & Gas,Edge Gateway,4G LTE,Hybrid,Meraki,4126,54.99,2,4.65,3,91.02,3.6,4,2,0,Medium
0e3f5171-4850-48c3-8517-3287191551a6,North America,Oil & Gas,Industrial Switch,Ethernet,Outdoor,IoT Ops Dashboard,3440,36.7,2,3.02,11,98.0,3.77,4,2,0,Medium
362d5a78-7577-4607-ab97-dd4e025986f1,Latin America,Oil & Gas,Industrial Switch,5G,Indoor,Custom Platform,4740,48.19,1,1.85,7,97.18,1.23,2,5,1,Low
86aa1614-2128-41d5-a29a-506b2a23a7ce,North America,Transportation,Industrial Switch,4G LTE,Mobile,IoT Ops Dashboard,4289,44.23,3,1.55,5,91.26,0.56,0,1,1,Medium
d90401ba-fd9e-4b49-9e12-f6aee5963db9,Latin America,Smart Cities,IoT Controller,4G LTE,Outdoor,IoT Ops Dashboard,1252,27.43,1,3.07,2,93.49,3.54,5,4,0,Low
266e6f67-2196-452d-9cb9-3c40ebbf710c,Asia Pacific,Oil & Gas,Industrial Switch,4G LTE,Mobile,Custom Platform,2803,47.75,2,1.58,11,99.02,3.61,1,1,1,High
2d55756b-3792-4b8b-bd13-bd02e36d8893,Middle East & Africa,Utilities,Rugged Router,5G,Indoor,Custom Platform,69,39.35,1,3.07,7,94.64,2.17,3,2,0,Low
927e0aa0-f8bb-4349-b86f-700c92a6baf6,Middle East & Africa,Oil & Gas,Edge Gateway,Wi-Fi,Hybrid,Custom Platform,527,52.2,2,3.02,10,94.14,2.61,3,5,0,High
4e8874db-be64-4822-9ef4-1ca2a29a442a,North America,Manufacturing,Industrial Switch,Ethernet,Indoor,Custom Platform,4417,65.89,3,2.22,7,95.12,3.06,4,3,0,Medium
ea5bf789-bef5-49d1-9faf-977f7f4c9261,Middle East & Africa,Manufacturing,Industrial Switch,4G LTE,Outdoor,Meraki,2138,29.31,1,2.57,7,95.74,3.47,3,5,1,Medium
35654210-352c-4c61-89d6-123d98f21132,Latin America,Transportation,Edge Gateway,5G,Indoor,Custom Platform,3544,68.3,1,1.91,1,93.1,-0.21,1,5,1,Low
b9386698-3f72-4c42-a8e1-19d3e8cd9d6d,Latin America,Smart Cities,Edge Gateway,Wi-Fi,Mobile,Meraki,3015,33.09,2,2.46,4,95.6,2.79,2,1,0,Low
5c3899dc-4400-40ad-9b7c-1818ac2e91a0,Latin America,Smart Cities,Edge Gateway,5G,Mobile,Custom Platform,525,59.43,2,1.79,8,99.47,4.95,3,2,0,High
93dd2ded-4022-4527-a7e0-068d936513bc,Latin America,Manufacturing,Edge Gateway,Ethernet,Hybrid,Meraki,1107,32.3,2,1.85,5,93.4,2.26,0,3,1,Low
9cadf249-c8d6-4dbd-bf95-b7876fd868a7,Latin America,Manufacturing,Industrial Switch,4G LTE,Outdoor,Meraki,3908,37.35,3,2.9,6,93.38,3.34,5,1,1,High
3258b68f-570e-4170-bb0b-a988bb07ab89,Europe,Utilities,Industrial Switch,Wi-Fi,Hybrid,Custom Platform,3060,31.48,2,2.58,2,98.74,0.99,2,1,0,High
115b57e3-5ddb-4edf-b939-d16fa3972f39,Middle East & Africa,Oil & Gas,IoT Controller,5G,Hybrid,Custom Platform,579,42.57,1,2.42,7,93.72,1.64,5,3,0,Medium
e92375ad-3684-4192-801f-62142a00c617,Europe,Transportation,Edge Gateway,Wi-Fi,Indoor,IoT Ops Dashboard,435,62.1,1,1.62,7,94.21,2.63,3,1,1,High
4f204853-1604-4f9b-86c9-9dd9ee7a6119,Latin America,Oil & Gas,IoT Controller,Ethernet,Indoor,Custom Platform,404,59.66,0,2.41,4,98.31,1.46,3,3,1,High
9c8fcd18-7005-40bb-9258-09254bccd411,Latin America,Smart Cities,IoT Controller,4G LTE,Outdoor,IoT Ops Dashboard,2446,57.43,2,1.04,1,95.47,2.9,3,2,0,High
84b05a6a-3cee-4e27-8981-2315e0a02870,North America,Manufacturing,Edge Gateway,Wi-Fi,Outdoor,IoT Ops Dashboard,1488,75.04,2,1.01,2,94.44,2.35,1,5,1,High
fdacf7c8-6661-4c61-b5c3-13d2f0fef5d4,Europe,Oil & Gas,IoT Controller,Wi-Fi,Hybrid,IoT Ops Dashboard,1585,64.24,2,2.62,5,96.1,3.02,0,2,1,Medium
4b748a08-9b73-43d3-b86d-be77ef5fe08d,North America,Transportation,Industrial Switch,Wi-Fi,Outdoor,Custom Platform,2669,39.68,4,3.11,5,97.06,3.38,3,4,0,Low
b0903203-4ef7-4bd8-ab79-f24b6a2a8a11,Latin America,Manufacturing,Rugged Router,5G,Hybrid,Custom Platform,642,31.09,3,3.22,1,96.66,1.56,4,1,1,Medium
754e9fad-f3ae-4366-8e92-80111ede2b41,Latin America,Smart Cities,Rugged Router,Wi-Fi,Outdoor,Custom Platform,246,48.65,2,1.64,8,92.8,2.88,2,4,1,Low
b7a23350-3120-4fb7-ac9d-ac175ae516be,North America,Transportation,Edge Gateway,4G LTE,Outdoor,IoT Ops Dashboard,1121,54.55,0,3.08,4,91.25,2.29,2,3,1,High
a76fb8b8-a09e-4ca7-81e9-83fd4e12a98e,Middle East & Africa,Smart Cities,IoT Controller,Ethernet,Indoor,Custom Platform,4930,60.22,3,1.63,7,99.64,4.46,1,2,1,Medium
bc21dbbb-a396-44f1-b1f7-967e6af2817f,Latin America,Smart Cities,Edge Gateway,5G,Hybrid,IoT Ops Dashboard,3723,48.62,1,1.45,6,95.69,1.76,5,5,0,High
a9daefa7-653a-4b2c-b3aa-170043138dc1,Middle East & Africa,Oil & Gas,Industrial Switch,5G,Outdoor,IoT Ops Dashboard,847,26.96,0,2.04,1,93.1,4.2,2,1,0,Low
5101caa7-75f3-476c-8c72-31527723594c,North America,Oil & Gas,Edge Gateway,Wi-Fi,Mobile,Custom Platform,1381,46.73,2,1.3,10,98.19,0.65,4,1,1,Medium
b7795938-388f-430e-beef-e1acd8379732,Middle East & Africa,Transportation,Edge Gateway,5G,Indoor,Custom Platform,650,35.1,2,0.82,7,91.42,4.85,2,1,1,Medium
1941ab4f-108c-4a3f-9bd9-63effe6400b9,North America,Utilities,Rugged Router,Wi-Fi,Indoor,IoT Ops Dashboard,4199,23.54,2,1.61,5,91.34,3.88,2,1,1,Low
b2312449-651e-4d4c-8900-157c877a8532,Middle East & Africa,Transportation,Edge Gateway,Ethernet,Hybrid,IoT Ops Dashboard,2595,46.32,1,1.87,11,91.01,3.68,4,4,0,Medium
36ee0df8-7f6e-481a-98f4-41437a617004,Europe,Smart Cities,Industrial Switch,Wi-Fi,Hybrid,IoT Ops Dashboard,4681,64.11,2,2.97,1,98.18,3.84,2,4,0,Medium
b838ba86-4d10-410e-924c-375626b2a1ac,North America,Manufacturing,IoT Controller,Wi-Fi,Outdoor,Meraki,1510,67.52,1,3.56,4,99.32,5.48,7,4,0,Medium
fc683db0-bb84-4d1d-bcd6-8a4aaf5fafa5,Europe,Oil & Gas,Rugged Router,5G,Hybrid,Custom Platform,2123,18.43,1,0.17,9,90.32,0.08,2,5,1,Medium
679fba08-1c85-4ad8-b902-f7e92280a9d0,Asia Pacific,Oil & Gas,Edge Gateway,Wi-Fi,Outdoor,Meraki,2390,54.07,3,-0.44,1,91.47,2.46,2,4,0,Medium
9cff597b-5367-415e-b62b-3520fb91af98,Latin America,Transportation,Rugged Router,5G,Indoor,IoT Ops Dashboard,3779,42.52,3,3.6,9,98.85,4.85,5,1,0,High
276fac1c-c76b-4aaa-a03c-3e442aecb1a4,Europe,Manufacturing,Industrial Switch,Ethernet,Mobile,Meraki,4475,50.24,0,2.22,6,96.15,1.45,1,4,0,High
de24dc9c-b527-483a-bf1e-722b93b81428,Europe,Manufacturing,Industrial Switch,4G LTE,Mobile,Custom Platform,3114,42.83,0,2.23,3,99.31,1.8,2,1,0,Medium
d94c3dc0-71a1-43f8-96aa-9ec64e4f54dd,Latin America,Oil & Gas,Rugged Router,Wi-Fi,Outdoor,Meraki,2387,84.74,1,3.08,7,98.52,0.79,1,2,1,Medium
1d12394a-56f0-48ea-9fb9-975ac2fcc2a0,North America,Oil & Gas,IoT Controller,4G LTE,Indoor,IoT Ops Dashboard,1460,35.7,1,4.21,4,93.38,4.44,3,2,1,Low
b9576960-3977-47a7-a996-371668309b44,Latin America,Smart Cities,IoT Controller,Wi-Fi,Indoor,Custom Platform,2898,50.15,2,3.79,5,97.5,1.33,1,2,0,High
ca092cd5-36b8-4763-9a98-07cf027f0514,Europe,Oil & Gas,IoT Controller,4G LTE,Mobile,IoT Ops Dashboard,3301,25.44,2,4.61,2,94.43,4.62,3,2,0,Medium
b39ad9d2-cb7b-4d75-b2da-5a907fa3961d,Latin America,Utilities,Edge Gateway,4G LTE,Indoor,Custom Platform,4564,26.41,1,2.85,10,96.83,0.74,7,4,0,High
a8d78611-0a55-444c-9ffe-2db83425932a,Europe,Oil & Gas,IoT Controller,Ethernet,Indoor,Custom Platform,1946,37.44,0,1.32,7,90.82,1.19,2,4,1,Low
b520d7a4-91bf-4cec-9372-a30f7ffc85bb,Asia Pacific,Oil & Gas,Edge Gateway,4G LTE,Mobile,Custom Platform,2222,37.41,2,3.08,11,97.23,3.21,2,2,0,High
4b181e56-d7c1-4511-91a2-2b546513e65c,Middle East & Africa,Oil & Gas,Edge Gateway,Ethernet,Hybrid,Meraki,2567,48.16,3,0.43,3,92.43,3.02,1,2,0,High
321075da-919f-41fa-8b53-394db86f54d1,Asia Pacific,Utilities,Industrial Switch,Ethernet,Mobile,Custom Platform,2193,54.17,2,2.38,4,94.51,0.51,3,5,1,High
3e0f57b8-f0c1-4a2c-b372-f0190736f2b5,Europe,Transportation,Rugged Router,Ethernet,Hybrid,IoT Ops Dashboard,1012,51.29,2,1.95,11,92.46,2.36,3,2,1,Medium
a6ebd3df-6e87-46ea-a78c-29697b14ea97,North America,Oil & Gas,IoT Controller,Wi-Fi,Hybrid,IoT Ops Dashboard,1095,54.51,2,2.18,4,91.75,0.82,4,3,0,High
3df09016-6d2c-4358-b8f9-767af51161f1,Asia Pacific,Oil & Gas,IoT Controller,5G,Outdoor,Custom Platform,2231,39.75,1,1.33,9,98.72,5.67,0,4,0,Medium
b6e0752d-06eb-4ac6-8c66-4e8c336ac4fb,Latin America,Transportation,Rugged Router,Wi-Fi,Mobile,IoT Ops Dashboard,2012,32.7,2,3.31,7,94.14,5.77,5,2,0,Medium
05e76a53-549f-4d1e-a826-9e7536ac1ed8,North America,Smart Cities,IoT Controller,Wi-Fi,Hybrid,Meraki,3919,35.82,3,0.83,8,95.29,5.29,2,1,0,High
c8a79ebf-c62f-4595-b914-ed70cb018a81,Middle East & Africa,Oil & Gas,Rugged Router,5G,Hybrid,Meraki,679,30.84,2,1.31,9,90.36,1.17,3,3,1,Medium
89ff1d30-a74d-400f-8188-a8719fd33d8a,Latin America,Transportation,IoT Controller,Wi-Fi,Hybrid,Meraki,2922,45.05,5,2.33,2,97.2,3.09,3,5,1,Low
1b9b98d8-040a-4608-960c-9043e5dcce2f,Middle East & Africa,Smart Cities,Rugged Router,5G,Mobile,Meraki,3920,41.76,1,1.99,10,91.72,2.63,3,3,0,Low
5115e5e9-1cb1-41c8-86ed-60a49dc89abd,North America,Utilities,Rugged Router,5G,Hybrid,Custom Platform,4770,38.8,0,2.94,4,95.98,2.93,4,1,1,High
af6cd2c3-738a-4337-915e-bf424597b05d,Europe,Utilities,Industrial Switch,Ethernet,Hybrid,IoT Ops Dashboard,461,23.19,1,2.2,5,92.52,2.18,4,2,0,Low
b2efa310-3707-4b0d-806c-1e513db456eb,Europe,Manufacturing,Edge Gateway,4G LTE,Hybrid,IoT Ops Dashboard,437,43.7,0,3.77,10,97.15,2.21,5,1,1,Low
c61758a2-e181-4b90-8932-dcd852b59d93,Europe,Manufacturing,Edge Gateway,Ethernet,Mobile,Meraki,625,42.75,0,3.71,3,95.44,3.36,2,4,1,Medium
0ae235e9-3591-42de-ac06-495fc2ffccf3,Asia Pacific,Oil & Gas,Industrial Switch,4G LTE,Mobile,Meraki,1438,32.41,4,3.48,9,91.77,2.3,2,1,0,Low
78f524c2-c3c6-4b2d-97ae-5f0baf0de007,Latin America,Oil & Gas,Rugged Router,Wi-Fi,Hybrid,Custom Platform,4855,67.25,1,3.48,5,95.25,2.39,0,1,0,High
15141a20-b47f-45b2-b66d-d0600b90fda6,Asia Pacific,Utilities,Edge Gateway,Wi-Fi,Indoor,Custom Platform,3068,22.48,2,2.18,1,96.95,2.23,1,5,0,Low
a7baef2c-1bbb-4ab1-857d-5746c5dafe0a,Middle East & Africa,Manufacturing,IoT Controller,Wi-Fi,Hybrid,Meraki,656,39.71,6,3.89,9,92.96,4.21,3,1,0,Medium
25ff836e-989c-4230-94cd-b205198f6a8a,North America,Utilities,Edge Gateway,5G,Indoor,Custom Platform,907,59.67,9,1.96,5,93.77,1.55,4,2,0,Low
d211f2cc-4aab-42c0-bede-61e1e06f8b10,North America,Manufacturing,IoT Controller,4G LTE,Outdoor,Meraki,2218,37.57,6,4.24,7,90.06,6.56,2,3,1,Low
d8ca3272-3b49-43cc-90f3-0de1f3d4f2c6,Middle East & Africa,Utilities,IoT Controller,4G LTE,Indoor,Custom Platform,4880,57.2,1,3.62,10,93.75,1.09,5,2,0,Low
4d7127c7-3eb2-459c-ba88-5d9c5b02f5c9,Middle East & Africa,Transportation,Rugged Router,Ethernet,Mobile,Meraki,4937,23.97,1,1.17,5,92.54,5.64,1,4,0,Medium
d8ee400f-8dbe-4754-bb10-5225c72ae13d,Asia Pacific,Utilities,Rugged Router,5G,Hybrid,IoT Ops Dashboard,3424,45.51,3,3.89,7,97.04,3.6,1,2,0,Low
cb2d8ffd-d067-4d01-a37e-48afd0d96a6c,Middle East & Africa,Manufacturing,Industrial Switch,5G,Indoor,IoT Ops Dashboard,2029,64.22,1,3.81,2,98.24,4.26,4,3,0,Medium
c855cd4f-0b35-42f6-ba81-57207a5b59c7,Latin America,Oil & Gas,Edge Gateway,5G,Hybrid,IoT Ops Dashboard,2190,73.07,1,2.3,6,94.12,0.6,2,5,1,High
df9f5609-13fd-4cbb-af88-6b9d8aa83f4e,North America,Manufacturing,IoT Controller,4G LTE,Indoor,IoT Ops Dashboard,2624,57.29,4,0.9,11,92.7,3.92,1,4,0,Low
d75ed249-b8d7-4087-bca0-ad0166090f4b,Middle East & Africa,Oil & Gas,Rugged Router,5G,Indoor,Custom Platform,700,44.34,2,2.44,7,95.74,3.26,1,3,0,High
343420a8-9e1d-4fac-b792-48a2ab12246d,Asia Pacific,Utilities,Industrial Switch,5G,Indoor,IoT Ops Dashboard,2173,74.31,2,3.62,1,95.3,4.35,6,2,1,Low
e4185170-ad32-4be3-b6ff-8a7465ec41aa,Middle East & Africa,Utilities,Industrial Switch,Ethernet,Hybrid,Custom Platform,216,30.6,2,1.87,2,99.84,4.71,3,2,0,Low
a5b7af82-39d7-4b58-bfe4-df8af44be84b,Latin America,Oil & Gas,Industrial Switch,Wi-Fi,Mobile,Custom Platform,4280,42.5,3,0.79,7,94.69,1.04,3,1,1,High
b66a7b7f-da9a-4ae3-a847-fdc70e690a66,Latin America,Smart Cities,Industrial Switch,Wi-Fi,Indoor,Meraki,3828,20.57,0,2.15,10,97.82,3.82,2,5,0,High
77559278-4802-4457-baab-ab7bd8c21e5c,North America,Utilities,Edge Gateway,4G LTE,Hybrid,Meraki,1458,51.23,3,1.81,10,92.12,3.31,1,3,0,Medium
79ee95c0-e58b-4704-bdce-0f6b929f2150,North America,Utilities,Industrial Switch,Ethernet,Indoor,IoT Ops Dashboard,86,53.91,4,2.3,11,96.61,0.91,4,2,0,Low
85353b18-c75d-49f5-b405-3aa2ddb9c5b3,Asia Pacific,Transportation,IoT Controller,Ethernet,Hybrid,IoT Ops Dashboard,3276,59.84,1,2.2,6,91.3,2.69,3,5,1,Low
34c5e932-dc40-4e88-8c78-b2556c709591,Europe,Utilities,Industrial Switch,4G LTE,Indoor,Custom Platform,2227,41.31,2,4.87,4,92.15,5.67,3,4,0,High
edd67429-c6af-42a4-94a2-d4752ea9a75e,North America,Smart Cities,Edge Gateway,4G LTE,Hybrid,Meraki,848,42.35,0,0.27,9,93.63,3.7,4,3,0,Medium
5de96f58-094f-4eab-b0da-b0bd69406d62,Latin America,Manufacturing,Industrial Switch,Wi-Fi,Outdoor,Custom Platform,3241,51.42,4,1.96,8,92.15,3.16,4,2,0,Medium
be820f33-291f-4f08-8e9f-8a27ca4c1229,Asia Pacific,Utilities,Edge Gateway,Ethernet,Mobile,IoT Ops Dashboard,3245,34.69,2,3.59,1,99.48,3.55,4,2,1,Medium
9eb4a3f0-e721-4f23-8e2f-68d7c4c479c4,North America,Utilities,IoT Controller,Wi-Fi,Mobile,Meraki,1547,49.93,3,1.04,2,93.49,2.38,3,1,0,Medium
d794c50f-0d5e-4095-bf0a-5aa483bdbb5d,Asia Pacific,Manufacturing,Industrial Switch,4G LTE,Outdoor,Custom Platform,3177,39.38,5,1.55,9,96.84,5.13,1,3,0,Low
397cf5d3-6864-4946-96b8-502fcf818f96,North America,Utilities,Industrial Switch,Wi-Fi,Indoor,IoT Ops Dashboard,437,84.68,0,1.96,7,99.81,3.63,4,5,1,High
fb5e8f7e-14e4-48b3-a72f-aa2b418fda81,Europe,Oil & Gas,Rugged Router,4G LTE,Outdoor,IoT Ops Dashboard,1899,66.8,2,1.8,3,94.48,0.92,4,1,0,Medium
d286ead4-ae7f-464b-baf6-253064813f6a,Europe,Oil & Gas,Edge Gateway,Ethernet,Mobile,IoT Ops Dashboard,3769,29.71,4,1.59,9,94.84,2.27,2,2,1,Medium
7ded09bd-35a3-422b-a271-b31c0b75e2b0,Middle East & Africa,Utilities,Rugged Router,4G LTE,Hybrid,Custom Platform,2227,44.17,2,2.39,3,97.74,3.07,5,5,0,High
6edd530a-82bf-41e7-92b3-965444e7365a,North America,Smart Cities,IoT Controller,Ethernet,Indoor,IoT Ops Dashboard,769,71.45,1,2.91,5,97.79,2.9,5,4,1,Low
2bd73e6b-145d-496e-86d0-c4a254e974b1,Europe,Oil & Gas,Rugged Router,4G LTE,Hybrid,IoT Ops Dashboard,3267,60.41,2,3.24,5,97.27,6.2,5,5,1,Medium
3cbeb886-1c76-4e21-9e21-e212dc6fc217,North America,Oil & Gas,Edge Gateway,Ethernet,Outdoor,Meraki,2057,86.2,2,3.13,9,97.76,2.63,4,5,1,High
580f7a1d-051c-4252-ad06-3f1e90297f65,Asia Pacific,Smart Cities,Rugged Router,Ethernet,Hybrid,Meraki,579,48.73,1,3.48,3,93.9,2.68,2,3,1,Medium
dffd2862-bfd2-4ad4-ad78-9a341b23d518,Latin America,Smart Cities,Rugged Router,4G LTE,Outdoor,IoT Ops Dashboard,313,67.55,0,4.7,7,98.69,2.08,3,3,1,High
34db1984-6be8-45ba-88b6-62523ebd0284,Middle East & Africa,Smart Cities,IoT Controller,4G LTE,Outdoor,Meraki,4126,52.93,1,3.79,10,97.89,3.0,3,3,1,High
eb2cf650-92bf-4d12-ac5f-217eec60c5e1,North America,Oil & Gas,Rugged Router,Ethernet,Hybrid,Meraki,964,51.88,1,1.08,1,94.81,4.2,1,4,1,Medium
2f628fc0-de22-440c-9bbc-a483e8a50c6b,Latin America,Smart Cities,Edge Gateway,4G LTE,Hybrid,IoT Ops Dashboard,910,73.48,2,1.52,11,95.09,4.52,0,3,0,Medium
80357213-80b0-4a99-a81b-329cde685033,Middle East & Africa,Transportation,Industrial Switch,5G,Hybrid,IoT Ops Dashboard,4140,75.64,3,3.03,4,93.07,2.01,3,2,0,Low
55de526b-bdc7-4e5c-abd1-6ce3deff313b,North America,Utilities,Rugged Router,Ethernet,Hybrid,Custom Platform,783,46.34,2,2.86,7,90.77,2.82,2,4,1,Medium
5378aa48-612f-439a-9d34-825d58ae1513,Latin America,Oil & Gas,IoT Controller,Wi-Fi,Outdoor,IoT Ops Dashboard,2912,48.8,3,1.02,7,96.77,3.92,2,4,1,High
56722ad2-f393-4ddf-a637-9c8168de13fd,Latin America,Oil & Gas,Edge Gateway,Ethernet,Outdoor,Custom Platform,81,48.32,0,2.78,9,97.05,3.21,5,2,0,Medium
1df02466-d0ba-4927-9168-45615bafdd6f,Latin America,Oil & Gas,Rugged Router,Ethernet,Outdoor,Meraki,4514,72.12,1,1.82,10,90.91,3.64,2,5,0,Low
8aa210d5-7487-40ef-868e-2b2d58f4d18c,Latin America,Manufacturing,Rugged Router,Ethernet,Hybrid,IoT Ops Dashboard,4404,43.66,3,0.86,3,90.5,1.66,2,3,1,Medium
11f38071-69ac-48b9-a101-c31d646d9b84,Middle East & Africa,Transportation,IoT Controller,4G LTE,Indoor,Meraki,2217,56.91,4,3.48,5,91.45,3.6,4,4,1,Low
75b363ea-5ee7-4541-b7b4-455687f85b70,North America,Smart Cities,Industrial Switch,4G LTE,Mobile,Custom Platform,4903,60.95,2,2.52,4,92.59,7.39,5,1,1,Medium
c96d3a54-87c6-423e-bb90-87ddac4ffcda,Europe,Transportation,IoT Controller,Ethernet,Hybrid,IoT Ops Dashboard,4382,46.61,3,1.7,2,97.27,4.28,3,3,1,Medium
399155cb-ee77-4706-8f38-f9bfa29dbbef,North America,Smart Cities,Edge Gateway,4G LTE,Hybrid,IoT Ops Dashboard,706,42.59,6,1.71,4,96.14,5.75,2,5,1,Medium
5fce8c26-d4a6-43e1-9c3a-6de86cdeb558,Middle East & Africa,Manufacturing,Edge Gateway,5G,Indoor,Meraki,1004,45.34,3,0.42,10,94.6,4.49,2,5,0,High
